,0,1,2,3,4
3411,9516,Floreal Nieuwpoort,The location is decent..not great.,"It is getting run down.  The hotel rooms all face a gas station and the city.  The other side of the building, where there are no rooms, face the ocean.  Don't be fooled when you reserve a room with a view.  THERE ARE NO ROOMS WITH AN OCEAN VIEW!",5.4
3412,9545,Floreal Nieuwpoort,Pool but not the changing room (small cabins),"First room we checked in was smoking room, as read  in previous comments. Me moved room and baby cot ourselves, no staff or lazy. Check out at 10am, swimming pool opens at 10 am. So second day you cannot use it. Strategic but no nice. Bistrot/restaurant so and so  Breakfast is average or below but included in the price",5.4
3413,9472,Floreal Nieuwpoort,It was near the bathing area and the shops.With a ''tram'' stop nearby.you can eat and drink in the hotel for a low price.but good food.,A bit dated.but perfect for older people.,8.0
3414,9530,Floreal Nieuwpoort,Loved it friendly staff good size room for 2,,10.0
3415,9504,Floreal Nieuwpoort,Very close to the beach and center. Playground ok camera ok. But in general expensive,The restaurant: people not kind and not helpful. Constantly closed much before indicated in the menu. Pool closing 20 minutes before indicated.,6.3
3416,2137,For Four Flat,The property is perfectly located to the old center. We found everything we wanted to do was within walking distance. The apartment is very comfortable and had all the amenities we needed for our Two night stay including a coffee machine.,Everything was perfect. Though you need to contribute some coinage if you use the coffee etc. There was a complimentary bottle of wine though.,9.6
3417,2109,For Four Flat,The location is absolutely perfect! Carine is a super friendly and helpful host. The flat is clean and spacious. Highly recommended.,,10.0
3418,2123,For Four Flat,"Instructions on entering the appartment were perfect. Beds are very comfortable. Very spacious place to enjoy the evenings. Perfect location as the main sites, including opera house, were at walking distance. Supermarkets and good restraunts are also not far.","The stove is missing. To our opinion, the lighting in the dining room was not enough to read.",9.2
3419,2176,For Four Flat,"Great location in a pedestrian area, close to main attractions. The bed was comfortable. The property was very clean. Carine did her best to resolve some plumbing problems.",Nothing much. A couple of minor things like no toaster and low quality toilet paper. Would have preferred a range of bedding options rather than only a doona.,9.2
3420,2188,For Four Flat,"Location was great. The flat was really well laid out and comfortable. The facilities were good - dishwasher, good cooking areas, nice bathroom. Plenty of space in the lounge/dining area.",Oven instructions were hard to understand but we worked it out. Stairs were tricky but manageable,9.2
3421,2199,For Four Flat,Huge windows allowed lots of fresh air and light when needed. Door code made it easy as we didn't have to mess with keys. Long dining table was great.,Could use more outlets. Needs hooks in the bathroom along with a shelf for bath products. One more fan would be nice as well.,9.2
3422,2259,For Four Flat,Excellent location but quiet; extremely comfortable and beautiful flat. The host has anticipated everything needed . Very easy to use entry process. Good communication from host throughout.,,9.6
3423,2095,For Four Flat,"Great location, modern and clean with excellent kitchen and dining area. Thanks ",,10.0
3424,2273,For Four Flat,"It is a beautiful, very clean apartment, the land lady is very, very nice, she left us a bottle of rose wine as a wellcome drink, it was a nice gesture. The kitchen is basically new, perfectly equipped. She explained us everything, every information she gave us even before by mail was absolutely correct. We had a very good time there.","If I have to say something, maybe some air condition could help if the weather is extremely hot, so we do not need to open the windows, when there is a lot of noise coming from the streets. And a little freezer also would be nice. But these are not really important, we had a wonderful stay there.",9.6
3425,2303,For Four Flat,Excellent communication from the owner. All the things in the flat worked. The fixtures and fittings were of generally high standard. Very spatious and nicely furnished. Keypad instead of keys makes it easy to split up a group and not worry about getting back in.,"Not a problem in colder days but the lack of freezer might have been annoying in the summer if one wants ice and icecream. As we were travelling as a couple a sofa rather than just armchairs would have been nice, although they were comfortable. These are minor points though as we were out most of the time and the neighbourhood is well stocked with cafes and eateries.",9.0
3426,2151,For Four Flat,"Carine's place was lovely and homey, fully equipped to make you own meals, very stylish and comfortable.","So many stairs to get to room, a little difficult with luggage!",10.0
3427,2081,For Four Flat,Apartment is exactly as the pictures suggest. nice bathroom and good beds. Location is also perfect.,no complaints.,10.0
3428,2164,For Four Flat,"For Four Flats was perfect for our needs - plenty of room and nicely appointed.  Great location - close to tram stop, shopping, restaurants and a short walk to the city center.  Communication with owner was excellent from booking through checkout.  Would definitely recommend.",,10.0
3429,2209,For Four Flat,"Central location, clean, well appointed. Loved the Honesty Bar, where items like beer, nespresso pods and wine were in the flat and we could leave money to reimburse her. She answered all of my emails promptly. Overall, a great choice!","The only problem was that every night, from midnight until 2 or 3 AM, many rowdy people would migrate from bar to home. We stayed there 7 nights and it never failed to wake us all up, usually multiple times per night. It was better when we shut the windows, which cut down on a lot of the noise, but it was too hot for us to do that. ",10.0
3430,9161,Gite les gadlis,"Very warm welcome, very homely feeling. Everything we needed was there. ",,10.0
3431,9138,Gite les gadlis,"Great place, warm and cozy, green garden (our dog was verry happy there:) ) friendly hosts, good localization, Aywaille- beautiful area.
For sure we will come back soon :)",,10.0
3432,9133,Gite les gadlis,"The hospitality was overwelming. The house and garden are great. Felt like home. Everything was so nice and clean. For a couple as well for a family with children i recommend Gite les gadlis. The location is perfect, everything is near by. When you love the nature and his beauty, dont doubt and book. You dont regret!","Nothing, it was more than we expect. ",9.0
3433,9144,Gite les gadlis,"Getting the key was really easy. The hosts helped us with telling everything about the house. These are the nicest hosts you will ever meet. Amazing people! The house was very clean, full of all things you need for your stay and more! The road outside is a bit busy, so you hear the cars pass by. But overall we've had great stay!",,9.0
3434,9130,Gite les gadlis,"Location: quite close to the unique site of Niglingspo and to Caves de Remouchamps
Flat offering two spacious bedrooms,  a fully equipped modern kitchen, nice bathroom including even an individual sauna! A terrace with a little garden is there for you, as well ","Located quite close to the unique site of Niglingspo and to Caves de Remouchamps, it is a pity that it is overlooked by a huge aerial bridge, part of the E25 highway!",9.0
3435,9171,Gite les gadlis,"Excellent facilities, everything like brand new and super clean. Kitchen was just really well equipped. Great place for kids with closed garden and even with some toys. Very nice hosts who live next door. We were nicely surprised with small welcome gifts. All in all a very positive stay :)",The only thing we didnt enjoy was the fact hat you could hear cars passing by on the road next to the house.,7.0
